# {"t_start": 1549861943.3181171, "env_id": "graph-search-v0"} 
r,l,t
-1,1,12.411576
-1,1,12.413819
-1,1,12.416048
-1,1,12.418259
-1,1,12.42051
-1,1,12.422773
-1,1,12.425223
-1,1,12.42753
-1,1,12.429789
-1,1,12.432043
-1,1,12.43458
-1,1,12.436893
-1,1,12.439124
-1,1,12.441571
-1,1,12.444258
-1,1,12.446863
-1,1,12.449707
-1,1,12.452445
-1,1,12.454743
-1,1,12.45696
-1,1,12.459311
-1,1,12.461562
-1,1,12.463829
-1,1,12.46643
-1,1,12.468724
-1,1,12.471011
-1,1,12.473333
-1,1,12.476192
-1,1,12.47851
-1,1,12.481053
-1,1,12.483476
-1,1,12.485728
-1,1,12.487933
-1,1,12.490126
-1,1,12.493206
-2,2,12.499492
-1,1,12.50199
-1,1,12.504457
-1,1,12.506904
-1,1,12.509217
-1,1,12.511509
-1,1,12.514803
-1,1,12.518356
-1,1,12.520928
-2,2,12.526747
-1,1,12.529369
-1,1,12.531667
-1,1,12.53389
-1,1,12.5361
-1,1,12.538312
-1,1,12.54063
-1,1,12.543727
-1,1,12.546133
-1,1,12.549026
-1,1,12.55333
-1,1,12.555835
-1,1,12.558573
-1,1,12.562734
-1,1,12.566604
-1,1,12.568894
-1,1,12.571133
-1,1,12.573345
-1,1,12.575563
-1,1,12.580897
-1,1,12.584577
-1,1,12.587554
-1,1,12.590356
-1,1,12.593374
-1,1,12.59588
-1,1,12.598307
-1,1,12.600788
-1,1,12.603055
-1,1,12.605352
-1,1,12.607741
-1,1,12.610207
-1,1,12.612474
-1,1,12.615275
-1,1,12.618546
-1,1,12.621239
-1,1,12.623691
-1,1,12.62594
-1,1,12.628141
-1,1,12.630393
-1,1,12.633106
-1,1,12.635437
-1,1,12.637704
-1,1,12.640018
-1,1,12.642246
-1,1,12.644546
-1,1,12.646811
-1,1,12.649117
-1,1,12.6517
-1,1,12.653962
-1,1,12.65618
-1,1,12.658798
-1,1,12.661641
-1,1,12.663953
-1,1,12.666277
-1,1,12.668725
-1,1,12.671142
-1,1,12.673777
-1,1,12.677215
-1,1,12.680032
-1,1,12.683171
-1,1,12.686582
-1,1,12.689142
-1,1,12.69188
-1,1,12.694493
-1,1,12.696792
-1,1,12.699119
-1,1,12.701331
-3,2,12.705874
-1,1,12.708155
-1,1,12.710403
-1,1,12.713031
-1,1,12.715628
-1,1,12.717968
-1,1,12.720203
-1,1,12.722426
-1,1,12.725342
-1,1,12.727742
-1,1,12.729989
-1,1,12.732571
-1,1,12.734881
-1,1,12.737112
-1,1,12.739314
-1,1,12.741517
-1,1,12.745327
-1,1,12.748424
-1,1,12.751176
-1,1,12.753657
-1,1,12.756224
-1,1,12.75851
-1,1,12.761366
-1,1,12.763705
-1,1,12.766025
-1,1,12.768266
-1,1,12.770474
-1,1,12.772738
-1,1,12.775414
-1,1,12.777725
-1,1,12.780128
-1,1,12.78241
-1,1,12.784624
-1,1,12.786827
-1,1,12.789025
-1,1,12.792044
-1,1,12.794559
-1,1,12.796892
-1,1,12.799211
-1,1,12.801478
-1,1,12.803738
-1,1,12.806407
-1,1,12.80889
-2,2,12.813671
-1,1,12.815907
-1,1,12.818128
-1,1,12.820338
-1,1,12.823939
-1,1,12.826561
-1,1,12.828998
-1,1,12.831344
-1,1,12.833603
-1,1,12.836008
-1,1,12.838354
-1,1,12.840604
-1,1,12.843278
-1,1,12.845574
-1,1,12.847806
-1,1,12.850022
-1,1,12.852233
-1,1,12.854489
-1,1,12.856751
-1,1,12.859145
-1,1,12.861479
-1,1,12.863714
-1,1,12.865942
-1,1,12.871195
-1,1,12.874746
-1,1,12.8776
-1,1,12.880067
-1,1,12.882826
-1,1,12.885493
-2,2,12.890176
-1,1,12.892435
-1,1,12.894683
-1,1,12.896895
-1,1,12.899437
-1,1,12.901705
-1,1,12.903923
-1,1,12.906137
-1,1,12.90895
-1,1,12.911487
-1,1,12.913747
-1,1,12.915965
-1,1,12.918171
-1,1,12.920374
-1,1,12.92263
-1,1,12.924902
-1,1,12.927164
-1,1,12.929929
-1,1,12.932255
-1,1,12.934495
-1,1,12.936685
-1,1,12.938876
-1,1,12.941552
-1,1,12.944222
-1,1,12.946646
-1,1,12.949199
-1,1,12.952204
-1,1,12.954835
-1,1,12.957263
-1,1,12.959698
-1,1,12.962258
-2,2,12.967173
-2,2,12.97269
-1,1,12.976191
-1,1,12.979848
-1,1,12.982146
-1,1,12.984379
-1,1,12.986593
-1,1,12.988811
-1,1,12.991353
-1,1,12.996803
-1,1,12.999775
-1,1,13.002143
-1,1,13.00444
-1,1,13.006701
-1,1,13.008952
-1,1,13.011289
-1,1,13.013584
-1,1,13.015975
-1,1,13.018269
-1,1,13.020926
-1,1,13.023545
-1,1,13.026426
-1,1,13.028829
-1,1,13.031073
-1,1,13.033277
-1,1,13.035668
-1,1,13.037925
-1,1,13.040171
-1,1,13.042413
-1,1,13.044655
-1,1,13.0469
-1,1,13.049137
-1,1,13.051416
-1,1,13.054459
-1,1,13.056774
-1,1,13.059807
-1,1,13.062203
-1,1,13.064475
-1,1,13.066762
-1,1,13.068977
-1,1,13.071262
-1,1,13.073524
-1,1,13.075832
-1,1,13.078128
-1,1,13.080381
-1,1,13.082659
-1,1,13.085307
-1,1,13.087594
-1,1,13.089922
-1,1,13.092776
-1,1,13.095193
-1,1,13.098151
-1,1,13.101045
-1,1,13.103655
-1,1,13.106096
-1,1,13.108341
-1,1,13.110646
-1,1,13.112895
-1,1,13.116113
-1,1,13.120912
-1,1,13.124172
-1,1,13.126804
-1,1,13.12929
-1,1,13.131761
-1,1,13.134157
-1,1,13.136414
-1,1,13.138779
-1,1,13.141089
-1,1,13.143326
-1,1,13.146927
-1,1,13.149449
-1,1,13.151941
-1,1,13.154949
-1,1,13.157289
-1,1,13.159969
-1,1,13.162345
-1,1,13.164647
-1,1,13.166917
-1,1,13.169291
-1,1,13.171835
-2,2,13.176875
-1,1,13.17919
-1,1,13.181431
-1,1,13.183641
-1,1,13.186067
-1,1,13.188346
-1,1,13.190582
-1,1,13.193289
-1,1,13.195599
-1,1,13.198465
-1,1,13.201797
-1,1,13.204234
-1,1,13.206548
-1,1,13.209686
-1,1,13.212361
-1,1,13.21464
-1,1,13.216871
-1,1,13.219087
-1,1,13.221309
-1,1,13.223961
-1,1,13.226349
-1,1,13.228839
-1,1,13.231157
-2,2,13.236019
-1,1,13.23874
-1,1,13.241459
-3,2,13.246571
-1,1,13.249017
-1,1,13.251413
-1,1,13.25369
-1,1,13.255959
-1,1,13.258217
-1,1,13.260487
-1,1,13.263047
-1,1,13.265389
-1,1,13.267646
-1,1,13.270175
-1,1,13.272467
-1,1,13.274707
-1,1,13.277795
-1,1,13.280335
-1,1,13.282696
-1,1,13.28497
-1,1,13.287278
-1,1,13.289575
-1,1,13.291803
-1,1,13.294013
-1,1,13.296206
-1,1,13.298454
-1,1,13.301129
-1,1,13.30341
-1,1,13.305642
-1,1,13.307985
-1,1,13.31083
-1,1,13.313316
-1,1,13.315754
-1,1,13.318139
-2,2,13.322544
-1,1,13.324975
-1,1,13.327871
-1,1,13.330218
-1,1,13.332505
-1,1,13.334725
-1,1,13.336942
-1,1,13.339193
-1,1,13.34146
-2,2,13.346329
-1,1,13.348604
-1,1,13.350836
-1,1,13.353042
-1,1,13.355251
-1,1,13.357518
-1,1,13.35987
-1,1,13.362593
-1,1,13.365025
-1,1,13.367621
-1,1,13.370975
-1,1,13.374437
-1,1,13.377918
-1,1,13.380326
-1,1,13.38262
-1,1,13.384845
-1,1,13.387043
-1,1,13.389239
-1,1,13.391613
-1,1,13.394442
-1,1,13.39689
-1,1,13.399126
-1,1,13.401355
-1,1,13.403603
-1,1,13.406626
-1,1,13.409666
-1,1,13.413862
-1,1,13.416225
-1,1,13.418643
-1,1,13.420911
-1,1,13.423342
-1,1,13.428442
-1,1,13.432622
-1,1,13.434924
-1,1,13.437174
-1,1,13.439548
-1,1,13.441879
-1,1,13.444311
-1,1,13.44664
-1,1,13.448878
-1,1,13.451107
-1,1,13.453355
-1,1,13.455724
-1,1,13.458016
-1,1,13.460299
-1,1,13.462553
-3,2,13.467146
-1,1,13.469386
-1,1,13.471669
-1,1,13.473953
-1,1,13.476574
-1,1,13.478874
-1,1,13.481108
-1,1,13.48331
-1,1,13.486268
-1,1,13.488958
-1,1,13.491332
-1,1,13.494329
-1,1,13.496618
-1,1,13.498851
-1,1,13.501069
-1,1,13.503268
-1,1,13.50552
-1,1,13.507768
-1,1,13.510013
-1,1,13.512288
-1,1,13.514583
-1,1,13.517188
-1,1,13.519485
-1,1,13.521947
-1,1,13.526388
-1,1,13.52918
-1,1,13.531614
-1,1,13.534026
-1,1,13.536297
-1,1,13.538567
-1,1,13.540814
-1,1,13.543446
-1,1,13.546042
-1,1,13.548725
-1,1,13.55103
-1,1,13.553252
-1,1,13.555468
-1,1,13.557713
-1,1,13.5607
-1,1,13.563011
-1,1,13.565227
-1,1,13.567419
-1,1,13.569611
-1,1,13.571879
-1,1,13.574126
-1,1,13.576537
-1,1,13.579438
-1,1,13.582058
-1,1,13.585603
-1,1,13.588395
-1,1,13.590874
-1,1,13.593346
-1,1,13.595801
-1,1,13.598112
-1,1,13.600421
-1,1,13.602697
-1,1,13.604955
-1,1,13.607219
-1,1,13.609899
-1,1,13.612803
-1,1,13.615151
-1,1,13.617472
-1,1,13.619894
-1,1,13.62235
-1,1,13.624629
-1,1,13.626887
-1,1,13.629348
-1,1,13.6316
-1,1,13.633851
-1,1,13.63607
-1,1,13.638344
-1,1,13.641056
-1,1,13.643603
-1,1,13.646475
-1,1,13.64882
-1,1,13.651084
-1,1,13.653373
-1,1,13.655593
-1,1,13.657873
-1,1,13.660135
-1,1,13.662469
-1,1,13.664813
-1,1,13.667324
-1,1,13.669578
-1,1,13.671975
-1,1,13.674507
-1,1,13.676813
-1,1,13.679445
-1,1,13.681981
-1,1,13.684279
-1,1,13.687308
-1,1,13.690711
-1,1,13.69368
-1,1,13.697901
-1,1,13.701616
-1,1,13.704393
-1,1,13.706725
-1,1,13.708987
-1,1,13.711399
-1,1,13.714448
-1,1,13.716808
-1,1,13.719041
-1,1,13.721328
-1,1,13.723762
-1,1,13.726048
-1,1,13.728269
-1,1,13.731705
-1,1,13.734499
-1,1,13.737103
-1,1,13.740621
-1,1,13.743557
-1,1,13.746466
-1,1,13.748786
-1,1,13.751031
-1,1,13.753458
-1,1,13.756186
-1,1,13.758618
-1,1,13.760856
-1,1,13.763244
-1,1,13.765829
-1,1,13.768357
-1,1,13.770605
-1,1,13.772821
-1,1,13.77578
-1,1,13.778886
-1,1,13.781576
-1,1,13.784028
-1,1,13.786505
-1,1,13.788868
-1,1,13.791136
-1,1,13.793427
-1,1,13.795783
-1,1,13.798411
-1,1,13.800709
-1,1,13.802942
-1,1,13.805161
-4,3,13.812629
-1,1,13.815049
-2,2,13.819443
-1,1,13.821662
-1,1,13.824057
-1,1,13.826366
-2,2,13.8311
-1,1,13.833936
-1,1,13.837554
-1,1,13.840245
-1,1,13.842692
-1,1,13.845165
-1,1,13.847565
-1,1,13.849819
-1,1,13.852076
-1,1,13.854405
-1,1,13.857048
-1,1,13.85992
-1,1,13.863401
-1,1,13.865909
-1,1,13.868215
-1,1,13.870658
-1,1,13.873559
-1,1,13.876078
-1,1,13.878568
-1,1,13.880936
-1,1,13.883352
-1,1,13.88558
-1,1,13.88779
-1,1,13.89015
-1,1,13.893311
-2,2,13.898695
-1,1,13.900976
-1,1,13.903207
-1,1,13.90541
-1,1,13.907876
-1,1,13.910257
-1,1,13.914039
-1,1,13.918688
-1,1,13.922154
-1,1,13.924712
-1,1,13.927297
-1,1,13.930175
-1,1,13.932544
-1,1,13.934797
-1,1,13.937014
-1,1,13.939236
-2,2,13.943914
-1,1,13.946768
-1,1,13.949277
-1,1,13.951694
-1,1,13.954211
-1,1,13.956634
-1,1,13.959159
-1,1,13.961673
-1,1,13.963937
-1,1,13.966412
-1,1,13.968667
-1,1,13.970944
-1,1,13.973164
-1,1,13.97538
-1,1,13.977661
-1,1,13.979933
-1,1,13.982709
-1,1,13.985451
-1,1,13.987731
-1,1,13.990038
-1,1,13.992321
-1,1,13.994556
-1,1,13.997691
-1,1,14.000077
-1,1,14.002423
-1,1,14.004724
-1,1,14.007245
-1,1,14.009634
-1,1,14.011965
-1,1,14.014383
-2,2,14.018972
-1,1,14.0212
-1,1,14.023448
-1,1,14.025728
-1,1,14.028032
-1,1,14.030936
-1,1,14.033436
-1,1,14.035903
-1,1,14.038259
-1,1,14.040481
-1,1,14.043043
-1,1,14.045904
-1,1,14.048395
-1,1,14.050659
-1,1,14.052872
-1,1,14.055081
-1,1,14.057348
-1,1,14.059597
-1,1,14.062343
-1,1,14.065333
-1,1,14.067657
-1,1,14.069879
-1,1,14.072079
-2,2,14.077546
-1,1,14.082396
-1,1,14.085641
-1,1,14.088232
-1,1,14.090695
-1,1,14.093202
-1,1,14.095605
-1,1,14.097892
-1,1,14.100183
-1,1,14.102525
-1,1,14.10482
-1,1,14.107163
-1,1,14.109714
-1,1,14.112167
-1,1,14.11501
-1,1,14.117513
-1,1,14.119816
-1,1,14.122254
-1,1,14.124571
-1,1,14.126811
-1,1,14.129027
-1,1,14.131245
-1,1,14.133506
-1,1,14.135812
-1,1,14.138291
-1,1,14.140728
-1,1,14.143027
-1,1,14.145684
-1,1,14.148243
-1,1,14.150518
-1,1,14.152804
-1,1,14.155891
-1,1,14.158223
-1,1,14.160451
-1,1,14.162656
-1,1,14.164887
-1,1,14.167154
-1,1,14.169752
-1,1,14.172186
-1,1,14.174424
-1,1,14.17673
-1,1,14.179729
-1,1,14.182087
-1,1,14.184333
-1,1,14.186555
-1,1,14.188771
-1,1,14.191048
-1,1,14.193318
-1,1,14.195595
-1,1,14.197857
-1,1,14.20019
-1,1,14.202538
-1,1,14.20482
-1,1,14.20706
-1,1,14.209323
-1,1,14.211763
-1,1,14.214176
-1,1,14.217699
-1,1,14.220516
-1,1,14.222989
-1,1,14.225459
-1,1,14.227912
-1,1,14.230302
-1,1,14.232927
-1,1,14.235401
-1,1,14.237661
-1,1,14.239902
-1,1,14.242289
-2,2,14.247157
-1,1,14.249518
-1,1,14.251816
-1,1,14.254443
-1,1,14.256842
-1,1,14.259372
-3,2,14.264623
-1,1,14.266926
-1,1,14.269151
-1,1,14.271362
-1,1,14.273581
-1,1,14.275846
-1,1,14.278348
-1,1,14.28241
-1,1,14.28705
-1,1,14.290193
-1,1,14.29328
-1,1,14.29618
-1,1,14.298872
-1,1,14.301331
-1,1,14.303636
-1,1,14.305841
-1,1,14.308051
-1,1,14.310476
-1,1,14.312948
-1,1,14.315372
-1,1,14.317611
-1,1,14.319787
-1,1,14.322029
-1,1,14.32442
-1,1,14.326736
-1,1,14.329022
-1,1,14.331432
-1,1,14.333672
-1,1,14.335888
-1,1,14.33811
-1,1,14.340309
-3,2,14.344748
-1,1,14.347001
-1,1,14.349251
-1,1,14.351499
-1,1,14.35375
-1,1,14.3564
-1,1,14.358825
-1,1,14.361101
-1,1,14.364035
-1,1,14.366376
-1,1,14.368605
-1,1,14.370828
-1,1,14.373054
-1,1,14.37528
-1,1,14.377473
-1,1,14.379666
-1,1,14.382061
-1,1,14.384334
-1,1,14.38687
-1,1,14.389132
-1,1,14.39135
-1,1,14.393556
-1,1,14.396344
-1,1,14.398689
-1,1,14.400946
-1,1,14.403247
-1,1,14.405472
-1,1,14.407786
-1,1,14.410291
-1,1,14.412566
-1,1,14.41479
-1,1,14.417071
-1,1,14.419304
-1,1,14.421574
-1,1,14.423829
-1,1,14.426219
-1,1,14.428534
-1,1,14.430764
-1,1,14.432971
-1,1,14.435173
-1,1,14.437431
-1,1,14.439701
-1,1,14.441958
-2,2,14.446556
-1,1,14.449117
-1,1,14.451526
-1,1,14.453797
-1,1,14.456013
-1,1,14.458423
-1,1,14.460923
-1,1,14.463904
-1,1,14.466262
-1,1,14.468628
-1,1,14.471372
-1,1,14.473878
-1,1,14.476121
-1,1,14.478789
-1,1,14.481163
-1,1,14.483424
-1,1,14.485636
-1,1,14.487836
-1,1,14.490093
-1,1,14.492359
-1,1,14.494891
-1,1,14.497765
-1,1,14.50011
-1,1,14.502457
-1,1,14.504689
-1,1,14.50719
-1,1,14.509791
-1,1,14.512311
-1,1,14.514899
-1,1,14.517157
-1,1,14.519387
-1,1,14.521598
-1,1,14.523802
-1,1,14.526075
-2,2,14.531101
-1,1,14.533382
-1,1,14.535596
-1,1,14.53779
-1,1,14.541254
-1,1,14.543825
-1,1,14.54626
-1,1,14.548666
-1,1,14.550928
-1,1,14.553265
-1,1,14.555522
-1,1,14.557771
-1,1,14.560023
-1,1,14.562301
-1,1,14.564568
-1,1,14.567068
-1,1,14.569351
-1,1,14.571898
-1,1,14.57417
-1,1,14.576501
-1,1,14.58018
-1,1,14.582705
-1,1,14.585131
-1,1,14.587411
-1,1,14.589624
-1,1,14.591894
-1,1,14.594178
-1,1,14.596441
-1,1,14.598731
-1,1,14.60141
-1,1,14.604175
-1,1,14.606663
-1,1,14.608959
-1,1,14.611564
-1,1,14.61455
-1,1,14.616861
-1,1,14.619221
-1,1,14.621671
-1,1,14.624062
-1,1,14.626314
-1,1,14.628518
-1,1,14.630721
-1,1,14.63319
-1,1,14.635514
-1,1,14.637736
-1,1,14.63994
-1,1,14.642141
-1,1,14.644451
-1,1,14.647551
-1,1,14.650329
-1,1,14.652787
-1,1,14.655219
-1,1,14.657559
-1,1,14.659771
-1,1,14.662033
-1,1,14.664444
-1,1,14.666751
-1,1,14.669018
-1,1,14.671911
-1,1,14.67421
-1,1,14.676436
-1,1,14.678649
-1,1,14.680857
-1,1,14.683791
-1,1,14.687815
-1,1,14.691427
-1,1,14.69401
-1,1,14.698932
-1,1,14.701645
-1,1,14.703901
-1,1,14.706135
-1,1,14.708371
-1,1,14.710609
-1,1,14.712883
-1,1,14.715186
-1,1,14.71747
-1,1,14.720526
-1,1,14.725943
-1,1,14.729806
-1,1,14.732689
-1,1,14.735305
-1,1,14.737759
-1,1,14.740013
-1,1,14.742231
-1,1,14.744522
-1,1,14.746781
-1,1,14.749057
-1,1,14.7513
-1,1,14.753579
-1,1,14.756055
-1,1,14.758425
-1,1,14.760864
-1,1,14.764078
-1,1,14.766501
-1,1,14.76879
-1,1,14.771017
-1,1,14.773227
-1,1,14.775586
-1,1,14.777968
-1,1,14.780209
-1,1,14.782416
-1,1,14.784624
-1,1,14.787108
-1,1,14.789479
-1,1,14.791686
-1,1,14.793921
-1,1,14.79697
-2,2,14.801428
-1,1,14.803703
-1,1,14.805949
-1,1,14.808386
-1,1,14.810632
-1,1,14.812846
-1,1,14.815059
-1,1,14.817731
-1,1,14.820096
-1,1,14.822339
-1,1,14.82458
-1,1,14.826804
-1,1,14.829878
-1,1,14.832472
-1,1,14.834832
-1,1,14.837158
-1,1,14.839459
-1,1,14.841885
-1,1,14.844285
-1,1,14.846667
-1,1,14.849334
-1,1,14.851776
-1,1,14.854091
-1,1,14.856389
-1,1,14.858687
-1,1,14.860938
-2,2,14.865933
-1,1,14.868179
-1,1,14.870449
-1,1,14.872868
-1,1,14.875276
-1,1,14.877565
-1,1,14.880582
-1,1,14.883183
-1,1,14.885458
-1,1,14.887687
-1,1,14.889894
-1,1,14.892151
-1,1,14.896277
-1,1,14.899031
-1,1,14.901754
-1,1,14.904416
-1,1,14.906751
-1,1,14.909229
-1,1,14.9117
-1,1,14.914179
-1,1,14.916596
-1,1,14.918992
-1,1,14.921198
-1,1,14.923478
-1,1,14.925729
-1,1,14.928463
-1,1,14.930762
-1,1,14.934383
-1,1,14.937261
-1,1,14.93975
-1,1,14.942474
-1,1,14.945452
-1,1,14.947935
-1,1,14.950829
-1,1,14.953194
-1,1,14.955437
-1,1,14.957655
-1,1,14.959867
-1,1,14.962207
-1,1,14.964469
-1,1,14.966724
-1,1,14.96894
-1,1,14.971151
-1,1,14.973636
-1,1,14.976258
-1,1,14.97896
-1,1,14.981485
-1,1,14.983762
-1,1,14.986069
-1,1,14.988279
-1,1,14.990482
-1,1,14.992733
-1,1,14.99499
-1,1,14.997237
-1,1,14.999512
-1,1,15.001762
-1,1,15.004013
-1,1,15.006736
-1,1,15.009395
-1,1,15.011857
-1,1,15.01463
-1,1,15.017531
-1,1,15.019972
-1,1,15.022394
-1,1,15.024777
-1,1,15.026985
-1,1,15.029261
-1,1,15.031561
-1,1,15.033827
-1,1,15.036195
-1,1,15.038725
-1,1,15.04098
-2,2,15.04553
-1,1,15.047778
-1,1,15.050006
-1,1,15.052274
-1,1,15.054723
-1,1,15.057016
-1,1,15.059269
-1,1,15.061532
-1,1,15.063785
-1,1,15.066024
-1,1,15.068768
-1,1,15.071046
-1,1,15.073274
-1,1,15.075486
-1,1,15.077733
-1,1,15.081702
-1,1,15.085005
-1,1,15.087454
-1,1,15.089811
-1,1,15.092144
-1,1,15.094523
-1,1,15.097474
-1,1,15.099925
-1,1,15.102242
-1,1,15.104473
-1,1,15.10667
-1,1,15.108861
-1,1,15.111303
-1,1,15.11412
-1,1,15.116487
-1,1,15.118753
-1,1,15.121075
-1,1,15.123327
-1,1,15.125566
-1,1,15.127815
-1,1,15.130484
-1,1,15.132816
-1,1,15.135201
-1,1,15.137512
-1,1,15.139752
-1,1,15.141972
-1,1,15.144185
-1,1,15.147031
-1,1,15.149397
-1,1,15.151649
-1,1,15.154667
-1,1,15.157899
-1,1,15.160914
-1,1,15.163977
-1,1,15.166306
-1,1,15.168549
-1,1,15.17077
-1,1,15.17299
-1,1,15.175254
-1,1,15.177736
-1,1,15.18004
-1,1,15.182267
-1,1,15.184499
-1,1,15.186749
-1,1,15.189074
-1,1,15.191881
-1,1,15.194164
-1,1,15.197057
-1,1,15.199758
-1,1,15.20305
-1,1,15.20572
-1,1,15.208042
-1,1,15.210298
-1,1,15.213
-1,1,15.215787
-1,1,15.218352
-1,1,15.220945
-1,1,15.223319
-1,1,15.225566
-1,1,15.227801
-1,1,15.230595
-1,1,15.233137
-1,1,15.23548
-1,1,15.237946
-1,1,15.240199
-1,1,15.24257
-1,1,15.244841
-1,1,15.247089
-1,1,15.249299
-1,1,15.251498
-1,1,15.254028
-1,1,15.256584
-1,1,15.258909
-1,1,15.261201
-1,1,15.264622
-1,1,15.266977
-1,1,15.269231
-1,1,15.273003
-1,1,15.277825
-1,1,15.282138
-1,1,15.286065
-1,1,15.289833
-1,1,15.2931
-1,1,15.296705
-1,1,15.300219
-1,1,15.303199
-1,1,15.305829
-1,1,15.308623
-1,1,15.310982
-1,1,15.313466
-1,1,15.3159
-1,1,15.318187
-1,1,15.320449
-2,2,15.324817
-1,1,15.327103
-1,1,15.330026
-1,1,15.332379
-1,1,15.334645
-1,1,15.336938
-1,1,15.339207
-1,1,15.341533
-1,1,15.344198
-1,1,15.346815
-1,1,15.34937
-1,1,15.351623
-1,1,15.354017
-1,1,15.356294
-1,1,15.358556
-1,1,15.360939
-1,1,15.363223
-1,1,15.365652
-1,1,15.367934
-1,1,15.370241
-1,1,15.372455
-1,1,15.376241
-1,1,15.380032
-1,1,15.382603
-1,1,15.384866
-2,2,15.389343
-1,1,15.391763
-2,2,15.397445
-1,1,15.399786
-1,1,15.402107
-1,1,15.404404
-1,1,15.406798
-1,1,15.409088
-1,1,15.411754
-1,1,15.415464
-1,1,15.417815
-1,1,15.420302
-1,1,15.42257
-1,1,15.4248
-1,1,15.42702
-1,1,15.430799
-1,1,15.433818
-1,1,15.436306
-1,1,15.43886
-1,1,15.441121
-1,1,15.443337
-1,1,15.446024
-1,1,15.448871
-1,1,15.451142
-1,1,15.45337
-1,1,15.455578
-1,1,15.457792
-1,1,15.460091
-1,1,15.462349
-1,1,15.46464
-1,1,15.466989
-1,1,15.469639
-1,1,15.471913
-1,1,15.474136
-1,1,15.476348
-1,1,15.478937
-1,1,15.481673
-1,1,15.484212
-1,1,15.486482
-1,1,15.488696
-1,1,15.491213
-1,1,15.493694
-1,1,15.496333
-1,1,15.499182
-1,1,15.501684
-2,2,15.506535
-1,1,15.508835
-1,1,15.511296
-1,1,15.513579
-1,1,15.515832
-1,1,15.518061
-1,1,15.520297
-1,1,15.522567
-1,1,15.525058
-1,1,15.527422
-1,1,15.529794
-1,1,15.532325
-1,1,15.534585
-1,1,15.53679
-1,1,15.539007
-1,1,15.54125
-1,1,15.543491
-1,1,15.546253
-1,1,15.548747
-1,1,15.551087
-3,2,15.555611
-1,1,15.557874
-1,1,15.560615
-1,1,15.563172
-1,1,15.565779
-1,1,15.56805
-1,1,15.57028
-1,1,15.572483
-1,1,15.574689
-1,1,15.577125
-1,1,15.579548
-1,1,15.582009
-1,1,15.584282
-1,1,15.586593
-1,1,15.588855
-1,1,15.591068
-1,1,15.593681
-1,1,15.596207
-1,1,15.598847
-1,1,15.601307
-1,1,15.603724
-1,1,15.606026
-1,1,15.608307
-3,2,15.612956
-1,1,15.615844
-1,1,15.618315
-1,1,15.620732
-1,1,15.623171
-1,1,15.625791
-1,1,15.628261
-1,1,15.630683
-1,1,15.633095
-1,1,15.635636
-1,1,15.638185
-1,1,15.64055
-1,1,15.642797
-1,1,15.645025
-1,1,15.647247
-1,1,15.649514
-1,1,15.651769
-1,1,15.654257
-1,1,15.656799
-1,1,15.659053
-1,1,15.66129
-1,1,15.664134
-1,1,15.666485
-1,1,15.668727
-1,1,15.670937
-1,1,15.673187
-1,1,15.675434
-1,1,15.67767
-1,1,15.679917
-1,1,15.682181
-1,1,15.685976
-1,1,15.689257
-1,1,15.692532
-1,1,15.696778
-1,1,15.700591
-1,1,15.703097
-1,1,15.705447
-1,1,15.707688
-1,1,15.709907
-1,1,15.712258
-1,1,15.714728
-1,1,15.717453
-1,1,15.719721
-1,1,15.721943
-1,1,15.72415
-1,1,15.726381
-1,1,15.729137
-1,1,15.731775
-1,1,15.734037
-1,1,15.736266
-2,2,15.740641
-1,1,15.742911
-1,1,15.745171
-1,1,15.747576
-1,1,15.749913
-1,1,15.752185
-1,1,15.754416
-1,1,15.756672
-1,1,15.758912
-1,1,15.761174
-1,1,15.763416
-1,1,15.766053
-1,1,15.768509
-1,1,15.770839
-1,1,15.773065
-1,1,15.775439
-1,1,15.777935
-1,1,15.780303
-1,1,15.782591
-1,1,15.78524
-1,1,15.787526
-1,1,15.789752
-1,1,15.791952
-1,1,15.794196
-1,1,15.79711
-1,1,15.799486
-1,1,15.801764
-1,1,15.804059
-1,1,15.806335
-1,1,15.809054
-1,1,15.811611
-1,1,15.814208
-1,1,15.816559
-1,1,15.818818
-2,2,15.823345
-1,1,15.825674
-1,1,15.828168
-1,1,15.830499
-1,1,15.832781
-1,1,15.835013
-2,2,15.83957
-1,1,15.842206
-1,1,15.844476
-1,1,15.847139
-1,1,15.849648
-1,1,15.85207
-1,1,15.854479
-1,1,15.856738
-1,1,15.858998
-1,1,15.861249
-1,1,15.863538
-1,1,15.866034
-1,1,15.868337
-1,1,15.870726
-1,1,15.87303
-1,1,15.875279
-3,2,15.880043
-1,1,15.882291
-1,1,15.884501
-1,1,15.886725
-1,1,15.888962
-1,1,15.891535
-1,1,15.893907
-1,1,15.896151
-1,1,15.898363
-1,1,15.900611
-1,1,15.903099
-1,1,15.905352
-1,1,15.907576
-1,1,15.90978
-1,1,15.912278
-1,1,15.915239
-1,1,15.917527
-1,1,15.919749
-1,1,15.921959
-1,1,15.924786
-2,2,15.933083
-1,1,15.935847
-1,1,15.938272
-1,1,15.940677
-1,1,15.943051
-1,1,15.945833
-1,1,15.948587
-1,1,15.951807
-1,1,15.954448
-1,1,15.957025
-1,1,15.95933
-1,1,15.961575
-1,1,15.964378
-1,1,15.966988
-1,1,15.969346
-1,1,15.971804
-1,1,15.974057
-1,1,15.977117
-1,1,15.980094
-1,1,15.982442
