# {"t_start": 1549861943.3181171, "env_id": "graph-search-v0"} 
r,l,t
-1,1,5.111826
-1,1,5.114378
-1,1,5.117477
-1,1,5.11999
-1,1,5.122731
-1,1,5.12508
-1,1,5.127334
-1,1,5.129855
-1,1,5.132185
-1,1,5.13443
-1,1,5.136636
-1,1,5.138843
-1,1,5.14128
-1,1,5.143565
-1,1,5.145875
-1,1,5.148428
-1,1,5.150684
-1,1,5.15316
-1,1,5.156553
-1,1,5.158906
-1,1,5.161151
-1,1,5.163933
-1,1,5.167112
-1,1,5.169644
-1,1,5.172095
-1,1,5.176337
-1,1,5.178879
-1,1,5.181175
-1,1,5.183436
-1,1,5.185675
-1,1,5.188172
-1,1,5.192899
-1,1,5.195779
-1,1,5.198186
-1,1,5.200586
-1,1,5.202848
-1,1,5.205128
-1,1,5.208471
-1,1,5.210864
-1,1,5.213388
-1,1,5.215732
-1,1,5.217975
-1,1,5.220398
-1,1,5.22381
-1,1,5.22612
-1,1,5.228403
-1,1,5.231119
-1,1,5.233412
-1,1,5.235652
-1,1,5.23842
-1,1,5.240903
-1,1,5.243158
-1,1,5.245445
-1,1,5.248905
-1,1,5.2516
-1,1,5.25639
-1,1,5.259409
-1,1,5.261936
-1,1,5.264852
-1,1,5.267153
-1,1,5.269434
-1,1,5.273426
-1,1,5.27624
-1,1,5.280803
-1,1,5.2849
-1,1,5.288201
-1,1,5.292741
-1,1,5.297621
-1,1,5.300444
-1,1,5.303228
-1,1,5.306625
-1,1,5.310895
-1,1,5.31462
-1,1,5.316866
-1,1,5.319342
-1,1,5.322601
-1,1,5.326618
-1,1,5.33047
-1,1,5.332873
-1,1,5.335675
-1,1,5.338652
-1,1,5.342401
-1,1,5.34691
-1,1,5.349289
-1,1,5.352083
-1,1,5.354505
-1,1,5.358283
-1,1,5.363297
-1,1,5.365694
-1,1,5.368933
-1,1,5.371729
-1,1,5.375939
-1,1,5.37997
-1,1,5.382482
-1,1,5.385293
-1,1,5.387656
-1,1,5.391907
-1,1,5.395945
-1,1,5.398563
-1,1,5.401345
-1,1,5.403681
-1,1,5.407506
-1,1,5.412147
-1,1,5.414822
-1,1,5.417747
-1,1,5.419993
-1,1,5.423629
-2,2,5.430703
-1,1,5.433428
-1,1,5.435657
-1,1,5.438152
-3,2,5.445656
-1,1,5.449269
-1,1,5.451563
-1,1,5.453745
-1,1,5.457029
-1,1,5.460936
-1,1,5.46371
-1,1,5.467301
-1,1,5.469539
-1,1,5.472869
-1,1,5.477136
-1,1,5.480498
-1,1,5.483269
-1,1,5.485598
-1,1,5.487879
-1,1,5.49232
-1,1,5.49478
-1,1,5.497448
-1,1,5.499713
-1,1,5.501916
-1,1,5.504724
-1,1,5.507714
-1,1,5.509997
-1,1,5.512241
-1,1,5.514889
-1,1,5.517094
-1,1,5.51926
-1,1,5.52191
-1,1,5.524132
-1,1,5.526344
-1,1,5.52893
-1,1,5.531241
-1,1,5.533431
-1,1,5.535598
-1,1,5.537993
-1,1,5.540192
-1,1,5.542365
-1,1,5.54475
-1,1,5.547029
-1,1,5.549206
-1,1,5.551519
-1,1,5.553897
-1,1,5.556679
-1,1,5.558951
-1,1,5.561359
-1,1,5.563573
-1,1,5.56573
-1,1,5.567882
-1,1,5.570274
-1,1,5.572481
-1,1,5.574664
-1,1,5.577137
-1,1,5.579387
-1,1,5.581583
-1,1,5.584051
-1,1,5.586371
-1,1,5.588936
-1,1,5.591352
-1,1,5.593793
-1,1,5.596062
-1,1,5.598228
-1,1,5.600394
-1,1,5.602735
-1,1,5.604922
-1,1,5.607082
-1,1,5.60935
-1,1,5.611558
-1,1,5.613944
-1,1,5.616163
-1,1,5.618771
-1,1,5.62101
-1,1,5.623702
-1,1,5.626278
-1,1,5.628662
-1,1,5.631003
-1,1,5.633312
-1,1,5.635693
-1,1,5.637899
-1,1,5.640059
-1,1,5.642459
-1,1,5.644892
-1,1,5.647285
-1,1,5.649704
-1,1,5.652119
-1,1,5.654485
-1,1,5.656668
-1,1,5.659023
-1,1,5.661209
-1,1,5.663414
-1,1,5.665668
-1,1,5.667992
-1,1,5.67017
-1,1,5.672319
-1,1,5.674854
-1,1,5.677089
-1,1,5.679269
-1,1,5.681709
-1,1,5.684123
-1,1,5.686656
-1,1,5.690311
-1,1,5.693791
-1,1,5.697181
-1,1,5.700704
-1,1,5.703819
-1,1,5.706536
-1,1,5.708797
-1,1,5.71105
-1,1,5.713507
-1,1,5.716425
-1,1,5.718855
-1,1,5.721187
-1,1,5.723886
-1,1,5.726122
-1,1,5.728416
-1,1,5.730632
-1,1,5.733041
-1,1,5.735232
-1,1,5.737685
-1,1,5.740196
-1,1,5.742401
-1,1,5.744569
-1,1,5.746946
-1,1,5.749186
-1,1,5.751352
-1,1,5.753636
-1,1,5.756065
-1,1,5.758286
-1,1,5.760463
-1,1,5.762662
-1,1,5.765211
-1,1,5.767508
-1,1,5.769695
-1,1,5.772431
-1,1,5.774971
-1,1,5.777432
-1,1,5.781203
-1,1,5.783423
-1,1,5.785597
-1,1,5.788506
-1,1,5.793012
-1,1,5.796038
-1,1,5.7985
-1,1,5.800726
-1,1,5.802933
-1,1,5.806179
-1,1,5.808463
-1,1,5.810664
-1,1,5.813388
-1,1,5.815592
-1,1,5.817776
-1,1,5.820429
-1,1,5.822777
-1,1,5.824968
-1,1,5.827183
-1,1,5.830266
-1,1,5.832741
-1,1,5.836412
-1,1,5.838794
-1,1,5.8435
-1,1,5.846636
-1,1,5.848848
-1,1,5.851035
-1,1,5.853686
-1,1,5.85592
-1,1,5.858107
-1,1,5.860919
-1,1,5.863493
-1,1,5.865854
-1,1,5.869854
-1,1,5.872666
-1,1,5.877642
-1,1,5.880277
-1,1,5.88248
-1,1,5.885083
-1,1,5.887348
-1,1,5.88959
-1,1,5.892365
-1,1,5.895239
-1,1,5.897828
-1,1,5.901773
-1,1,5.904485
-1,1,5.909864
-1,1,5.913841
-1,1,5.916237
-1,1,5.919011
-1,1,5.921816
-1,1,5.926873
-1,1,5.930653
-2,2,5.935835
-1,1,5.938528
-1,1,5.943467
-1,1,5.947198
-1,1,5.950027
-1,1,5.952624
-1,1,5.954997
-1,1,5.959565
-1,1,5.962612
-1,1,5.964935
-1,1,5.968671
-1,1,5.971228
-1,1,5.975718
-1,1,5.979766
-1,1,5.982494
-1,1,5.984722
-1,1,5.986901
-1,1,5.991406
-1,1,5.99488
-1,1,5.998709
-1,1,6.001325
-1,1,6.003721
-1,1,6.007666
-1,1,6.011874
-1,1,6.014586
-1,1,6.016819
-1,1,6.018987
-1,1,6.022081
-1,1,6.02454
-1,1,6.026734
-1,1,6.028928
-1,1,6.031563
-1,1,6.033761
-1,1,6.03592
-1,1,6.038543
-1,1,6.040824
-1,1,6.043205
-1,1,6.045468
-1,1,6.048177
-1,1,6.050366
-1,1,6.052516
-1,1,6.056036
-1,1,6.058294
-1,1,6.060461
-1,1,6.063156
-1,1,6.06539
-1,1,6.067562
-1,1,6.069892
-1,1,6.072202
-1,1,6.074624
-1,1,6.076844
-1,1,6.079231
-1,1,6.081447
-1,1,6.083619
-1,1,6.085792
-1,1,6.088582
-1,1,6.091134
-1,1,6.093565
-1,1,6.095984
-1,1,6.098172
-1,1,6.100342
-1,1,6.103021
-1,1,6.105345
-1,1,6.107535
-1,1,6.109697
-1,1,6.111998
-1,1,6.114173
-1,1,6.116323
-1,1,6.118692
-1,1,6.120908
-1,1,6.123082
-1,1,6.125239
-1,1,6.127767
-1,1,6.129997
-1,1,6.132157
-1,1,6.1345
-2,2,6.139727
-1,1,6.142106
-1,1,6.144584
-1,1,6.14678
-1,1,6.148927
-1,1,6.151404
-1,1,6.154063
-1,1,6.156299
-1,1,6.158477
-1,1,6.160884
-1,1,6.163071
-1,1,6.165268
-1,1,6.16775
-1,1,6.170011
-1,1,6.1727
-1,1,6.175306
-1,1,6.177737
-1,1,6.18001
-1,1,6.182167
-1,1,6.184518
-1,1,6.186728
-1,1,6.188902
-1,1,6.191303
-1,1,6.193591
-1,1,6.195798
-1,1,6.198155
-1,1,6.200549
-1,1,6.202765
-1,1,6.20543
-1,1,6.208079
-1,1,6.210318
-1,1,6.212811
-1,1,6.215552
-1,1,6.217841
-1,1,6.220035
-1,1,6.222189
-1,1,6.224547
-1,1,6.226802
-1,1,6.229005
-1,1,6.231226
-1,1,6.2336
-1,1,6.235786
-1,1,6.237944
-1,1,6.240262
-1,1,6.242467
-1,1,6.244637
-1,1,6.246889
-1,1,6.249321
-1,1,6.251696
-1,1,6.253887
-1,1,6.256659
-1,1,6.259173
-1,1,6.261387
-1,1,6.263858
-1,1,6.26632
-1,1,6.268528
-1,1,6.270802
-1,1,6.273677
-1,1,6.275929
-1,1,6.278639
-1,1,6.281394
-1,1,6.283808
-1,1,6.286291
-1,1,6.288922
-1,1,6.291221
-1,1,6.293401
-1,1,6.295592
-1,1,6.298385
-1,1,6.300777
-1,1,6.303034
-1,1,6.305947
-1,1,6.308634
-1,1,6.311013
-1,1,6.314743
-1,1,6.317272
-1,1,6.319597
-1,1,6.323677
-1,1,6.328419
-1,1,6.331036
-1,1,6.333248
-1,1,6.335412
-1,1,6.338233
-1,1,6.340834
-2,2,6.347136
-1,1,6.34936
-3,2,6.354289
-1,1,6.358207
-1,1,6.361887
-1,1,6.364485
-1,1,6.366835
-1,1,6.370489
-1,1,6.373746
-1,1,6.377852
-1,1,6.380124
-1,1,6.383694
-1,1,6.386846
-1,1,6.390231
-1,1,6.394743
-1,1,6.397452
-1,1,6.399686
-2,2,6.405053
-1,1,6.409001
-1,1,6.41349
-1,1,6.415751
-1,1,6.418592
-3,2,6.424529
-1,1,6.429008
-1,1,6.431689
-1,1,6.434515
-1,1,6.436891
-1,1,6.440293
-1,1,6.444313
-1,1,6.448076
-1,1,6.450958
-1,1,6.453294
-1,1,6.456386
-1,1,6.460803
-1,1,6.464465
-1,1,6.467044
-1,1,6.46928
-1,1,6.471661
-1,1,6.475607
-1,1,6.478754
-1,1,6.481072
-1,1,6.483318
-1,1,6.485501
-1,1,6.488518
-1,1,6.491077
-1,1,6.493475
-1,1,6.497088
-1,1,6.499357
-1,1,6.501534
-1,1,6.504733
-1,1,6.509014
-1,1,6.513064
-1,1,6.515336
-1,1,6.517983
-1,1,6.5203
-1,1,6.523962
-1,1,6.52844
-1,1,6.530845
-1,1,6.533024
-1,1,6.535177
-1,1,6.537865
-1,1,6.541168
-1,1,6.54588
-1,1,6.548225
-1,1,6.550406
-1,1,6.55299
-1,1,6.556243
-1,1,6.559596
-1,1,6.563396
-1,1,6.565664
-1,1,6.568343
-1,1,6.570646
-1,1,6.573743
-1,1,6.577121
-1,1,6.580604
-1,1,6.583051
-2,2,6.587872
-1,1,6.591375
-1,1,6.596128
-1,1,6.598398
-1,1,6.600583
-1,1,6.603008
-1,1,6.606066
-1,1,6.609524
-1,1,6.613354
-1,1,6.615736
-1,1,6.618409
-1,1,6.620752
-1,1,6.624337
-1,1,6.628921
-1,1,6.631291
-1,1,6.633482
-1,1,6.635941
-1,1,6.639149
-1,1,6.64261
-1,1,6.646517
-1,1,6.648747
-1,1,6.651624
-1,1,6.65398
-1,1,6.657403
-1,1,6.662195
-1,1,6.664606
-1,1,6.666807
-1,1,6.669235
-1,1,6.671814
-1,1,6.675859
-1,1,6.678803
-1,1,6.681021
-1,1,6.683355
-1,1,6.686308
-1,1,6.688955
-1,1,6.691595
-1,1,6.694348
-1,1,6.696567
-1,1,6.698737
-1,1,6.701087
-1,1,6.703475
-1,1,6.705708
-1,1,6.708332
-1,1,6.710611
-1,1,6.712835
-1,1,6.717566
-1,1,6.720109
-1,1,6.723219
-1,1,6.725933
-1,1,6.728344
-1,1,6.730519
-2,2,6.735164
-1,1,6.737605
-1,1,6.73988
-1,1,6.742186
-1,1,6.74438
-1,1,6.747376
-1,1,6.749956
-1,1,6.752385
-1,1,6.755015
-1,1,6.757646
-1,1,6.759994
-1,1,6.762307
-1,1,6.764676
-1,1,6.767204
-1,1,6.770391
-1,1,6.77334
-1,1,6.775885
-1,1,6.778268
-1,1,6.78067
-1,1,6.78314
-1,1,6.785322
-1,1,6.787569
-1,1,6.79024
-1,1,6.79251
-1,1,6.794685
-1,1,6.796895
-1,1,6.79955
-1,1,6.801837
-1,1,6.804012
-1,1,6.806917
-1,1,6.809666
-1,1,6.812115
-1,1,6.815009
-1,1,6.817602
-1,1,6.820023
-1,1,6.822846
-1,1,6.825436
-2,2,6.830303
-1,1,6.832592
-2,2,6.837086
-1,1,6.840074
-1,1,6.842463
-1,1,6.844728
-1,1,6.847471
-1,1,6.849702
-1,1,6.851878
-1,1,6.854241
-1,1,6.856701
-1,1,6.858902
-1,1,6.861233
-1,1,6.863872
-1,1,6.866094
-1,1,6.868261
-1,1,6.870629
-1,1,6.873268
-1,1,6.875488
-1,1,6.877743
-1,1,6.880238
-1,1,6.8825
-1,1,6.884837
-1,1,6.887311
-1,1,6.889546
-1,1,6.891724
-1,1,6.894298
-1,1,6.896782
-1,1,6.899163
-1,1,6.901514
-1,1,6.903981
-1,1,6.906185
-2,2,6.910833
-1,1,6.913209
-1,1,6.915428
-1,1,6.917607
-1,1,6.91993
-1,1,6.922196
-1,1,6.924631
-1,1,6.927026
-1,1,6.929509
-1,1,6.931735
-1,1,6.933922
-1,1,6.936315
-1,1,6.9388
-1,1,6.941221
-1,1,6.943856
-1,1,6.946165
-1,1,6.948434
-1,1,6.950843
-1,1,6.953145
-1,1,6.955695
-1,1,6.958271
-1,1,6.960745
-1,1,6.962987
-1,1,6.9653
-1,1,6.967702
-1,1,6.969927
-1,1,6.972101
-1,1,6.975691
-1,1,6.978132
-1,1,6.980503
-3,2,6.985779
-1,1,6.988253
-1,1,6.990883
-1,1,6.993537
-1,1,6.995931
-1,1,6.998252
-1,1,7.000624
-3,2,7.004993
-1,1,7.007258
-1,1,7.009902
-1,1,7.012213
-1,1,7.014434
-1,1,7.016977
-1,1,7.019436
-1,1,7.021831
-2,2,7.026657
-1,1,7.02899
-1,1,7.031221
-1,1,7.033724
-1,1,7.036035
-1,1,7.038431
-1,1,7.040957
-1,1,7.043251
-1,1,7.045851
-1,1,7.048727
-1,1,7.051102
-1,1,7.053328
-1,1,7.056028
-1,1,7.058491
-1,1,7.060742
-1,1,7.062962
-1,1,7.065471
-1,1,7.067767
-1,1,7.069986
-1,1,7.072456
-1,1,7.074741
-1,1,7.077116
-1,1,7.079857
-1,1,7.082243
-1,1,7.084498
-1,1,7.086744
-1,1,7.089901
-1,1,7.09245
-1,1,7.095074
-1,1,7.097767
-1,1,7.100082
-1,1,7.102324
-1,1,7.105216
-1,1,7.107787
-1,1,7.110455
-1,1,7.113155
-1,1,7.11567
-1,1,7.118002
-1,1,7.120346
-2,2,7.125179
-1,1,7.127432
-1,1,7.129953
-1,1,7.132249
-1,1,7.134472
-1,1,7.137032
-1,1,7.139721
-1,1,7.142024
-1,1,7.144261
-1,1,7.146892
-1,1,7.149162
-1,1,7.151906
-1,1,7.155445
-1,1,7.157899
-1,1,7.160487
-1,1,7.163146
-1,1,7.16548
-1,1,7.167756
-1,1,7.170583
-1,1,7.173123
-1,1,7.175579
-1,1,7.178121
-1,1,7.18043
-1,1,7.182672
-1,1,7.184978
-1,1,7.187481
-1,1,7.190003
-1,1,7.192956
-1,1,7.195779
-1,1,7.198248
-1,1,7.200869
-1,1,7.203487
-1,1,7.206207
-1,1,7.208526
-1,1,7.211296
-1,1,7.21363
-1,1,7.215858
-1,1,7.218236
-1,1,7.220544
-1,1,7.222839
-1,1,7.225174
-1,1,7.227688
-1,1,7.229963
-1,1,7.232433
-1,1,7.234981
-1,1,7.237295
-1,1,7.239529
-1,1,7.241743
-1,1,7.244227
-1,1,7.24654
-1,1,7.24877
-1,1,7.251227
-1,1,7.253529
-1,1,7.255766
-1,1,7.25799
-1,1,7.26066
-1,1,7.26338
-1,1,7.266077
-1,1,7.268597
-1,1,7.270879
-1,1,7.273798
-1,1,7.276588
-1,1,7.278877
-1,1,7.281102
-1,1,7.283732
-1,1,7.286041
-1,1,7.288277
-1,1,7.290981
-1,1,7.293596
-1,1,7.296307
-1,1,7.298777
-1,1,7.301162
-1,1,7.303658
-1,1,7.306725
-1,1,7.309499
-1,1,7.31186
-1,1,7.314253
-1,1,7.317337
-1,1,7.319809
-1,1,7.322275
-1,1,7.325412
-1,1,7.327746
-1,1,7.330245
-1,1,7.333639
-1,1,7.336517
-1,1,7.341562
-1,1,7.344671
-1,1,7.347821
-1,1,7.351165
-1,1,7.353735
-1,1,7.359209
-1,1,7.364238
-1,1,7.367059
-1,1,7.369375
-1,1,7.373061
-1,1,7.377722
-1,1,7.382049
-1,1,7.384324
-1,1,7.386506
-1,1,7.389784
-1,1,7.393818
-1,1,7.397772
-1,1,7.400165
-1,1,7.40236
-1,1,7.405336
-1,1,7.40907
-1,1,7.41355
-1,1,7.416009
-1,1,7.418241
-1,1,7.420879
-1,1,7.424695
-1,1,7.429553
-1,1,7.432097
-1,1,7.434371
-1,1,7.437079
-1,1,7.440545
-1,1,7.444624
-1,1,7.448232
-1,1,7.450729
-1,1,7.453168
-1,1,7.455801
-1,1,7.459395
-1,1,7.462033
-1,1,7.464999
-1,1,7.467767
-1,1,7.470154
-1,1,7.474365
-1,1,7.476693
-1,1,7.47932
-1,1,7.481566
-1,1,7.484009
-1,1,7.486198
-1,1,7.489068
-1,1,7.492713
-1,1,7.496962
-1,1,7.499242
-1,1,7.501435
-1,1,7.503655
-1,1,7.506986
-1,1,7.510792
-1,1,7.514379
-1,1,7.516604
-1,1,7.518776
-1,1,7.521516
-1,1,7.524946
-1,1,7.528183
-1,1,7.531997
-1,1,7.534219
-1,1,7.536389
-1,1,7.538936
-1,1,7.542875
-1,1,7.546126
-1,1,7.548355
-1,1,7.550543
-1,1,7.552709
-1,1,7.554869
-1,1,7.557014
-1,1,7.561273
-2,2,7.566345
-1,1,7.568765
-1,1,7.571277
-1,1,7.573657
-1,1,7.575829
-1,1,7.578224
-1,1,7.580543
-1,1,7.582722
-1,1,7.584888
-1,1,7.587038
-1,1,7.589204
-1,1,7.591746
-1,1,7.594073
-1,1,7.596367
-1,1,7.599067
-1,1,7.601523
-1,1,7.60495
-1,1,7.607274
-1,1,7.609462
-1,1,7.612291
-1,1,7.614791
-1,1,7.617027
-1,1,7.619203
-1,1,7.62159
-1,1,7.62604
-1,1,7.629453
-1,1,7.633022
-1,1,7.635266
-1,1,7.637445
-1,1,7.640788
-1,1,7.64481
-1,1,7.647104
-1,1,7.64929
-1,1,7.651447
-1,1,7.653935
-1,1,7.656911
-1,1,7.659278
-1,1,7.661777
-1,1,7.664084
-1,1,7.66627
-1,1,7.668422
-1,1,7.67057
-1,1,7.672844
-1,1,7.675063
-1,1,7.677223
-1,1,7.679375
-1,1,7.681809
-1,1,7.684116
-1,1,7.686383
-1,1,7.689492
-1,1,7.692533
-1,1,7.695673
-1,1,7.698634
-1,1,7.701673
-2,2,7.706276
-2,2,7.710585
-1,1,7.712756
-1,1,7.715896
-1,1,7.718854
-1,1,7.721094
-1,1,7.724214
-1,1,7.726433
-1,1,7.728606
-1,1,7.731052
-1,1,7.733339
-1,1,7.735519
-1,1,7.737682
-1,1,7.73985
-1,1,7.74226
-2,2,7.747678
-1,1,7.750091
-1,1,7.753031
-1,1,7.756012
-1,1,7.758299
-1,1,7.760569
-1,1,7.763071
-1,1,7.765262
-1,1,7.767416
-1,1,7.769564
-1,1,7.771731
-1,1,7.773884
-3,2,7.778746
-1,1,7.78114
-1,1,7.783325
-2,2,7.787984
-1,1,7.79044
-1,1,7.792873
-2,2,7.797972
-1,1,7.800758
-1,1,7.803126
-1,1,7.805492
-1,1,7.808022
-1,1,7.810222
-1,1,7.812372
-1,1,7.814897
-1,1,7.817145
-1,1,7.819476
-1,1,7.821686
-1,1,7.823851
-1,1,7.825994
-1,1,7.82851
-1,1,7.830803
-1,1,7.833006
-1,1,7.835178
-1,1,7.837592
-1,1,7.839861
-1,1,7.842041
-1,1,7.84454
-2,2,7.848932
-1,1,7.851109
-1,1,7.853267
-1,1,7.856115
-1,1,7.858403
-1,1,7.860582
-1,1,7.862734
-1,1,7.865165
-1,1,7.867921
-1,1,7.870295
-1,1,7.873766
-1,1,7.876015
-1,1,7.87819
-1,1,7.880658
-1,1,7.883525
-1,1,7.885814
-1,1,7.889258
-1,1,7.893594
-1,1,7.897491
-1,1,7.899754
-1,1,7.901924
-1,1,7.904522
-1,1,7.90866
-1,1,7.913107
-1,1,7.915363
-1,1,7.917537
-1,1,7.919779
-1,1,7.922704
-1,1,7.926041
-1,1,7.92881
-1,1,7.931024
-1,1,7.933228
-1,1,7.936123
-1,1,7.938593
-1,1,7.940994
-1,1,7.943388
-1,1,7.946032
-1,1,7.948261
-1,1,7.950437
-1,1,7.952964
-1,1,7.955182
-1,1,7.957353
-1,1,7.959537
-1,1,7.962168
-1,1,7.964839
-1,1,7.967124
-1,1,7.969795
-1,1,7.972561
-1,1,7.975041
-1,1,7.977629
-1,1,7.979856
-1,1,7.982026
-1,1,7.984437
-1,1,7.986963
-1,1,7.989195
-1,1,7.991362
-1,1,7.994036
-1,1,7.996462
-1,1,7.998681
-1,1,8.00121
-1,1,8.003462
-1,1,8.006496
-1,1,8.009091
-1,1,8.011381
-1,1,8.013582
-1,1,8.015742
-1,1,8.018411
-1,1,8.020624
-1,1,8.022794
-1,1,8.025496
-1,1,8.027806
-1,1,8.029985
-1,1,8.0322
-1,1,8.034799
-1,1,8.037004
-1,1,8.039681
-1,1,8.042386
-1,1,8.044616
-1,1,8.046786
-1,1,8.049424
-1,1,8.051711
-1,1,8.053892
-1,1,8.056056
-1,1,8.058731
-1,1,8.060952
-1,1,8.063118
-1,1,8.065563
-1,1,8.067875
-1,1,8.070422
-1,1,8.07308
-1,1,8.075657
-1,1,8.07786
-1,1,8.080074
-1,1,8.082674
-1,1,8.084897
-1,1,8.087065
-1,1,8.089994
-1,1,8.092364
-1,1,8.094611
-1,1,8.096891
-1,1,8.099544
-1,1,8.101781
-1,1,8.103973
-1,1,8.107119
-1,1,8.109401
-1,1,8.111585
-1,1,8.114166
-1,1,8.116453
-1,1,8.118826
-1,1,8.121397
-1,1,8.124373
-1,1,8.126795
-1,1,8.129499
-1,1,8.132057
-1,1,8.134261
-1,1,8.136449
-1,1,8.140344
-1,1,8.143161
-1,1,8.145802
-1,1,8.14835
-1,1,8.150841
-1,1,8.153077
-1,1,8.157173
-1,1,8.159736
-1,1,8.162524
-1,1,8.164888
-1,1,8.168398
-1,1,8.171032
-1,1,8.175339
-1,1,8.179306
-1,1,8.181916
-1,1,8.18416
-1,1,8.186697
-1,1,8.190124
-1,1,8.192886
-1,1,8.195739
-1,1,8.197989
-1,1,8.200169
-1,1,8.202616
-1,1,8.205298
-1,1,8.208798
-1,1,8.211806
-1,1,8.214056
-1,1,8.216234
-1,1,8.218553
-1,1,8.221052
-1,1,8.223901
-1,1,8.226819
-1,1,8.229203
-1,1,8.231398
-1,1,8.23355
-1,1,8.236151
-1,1,8.238901
-1,1,8.24201
-1,1,8.244718
-1,1,8.246948
-1,1,8.249111
-1,1,8.25167
-1,1,8.253922
-1,1,8.256965
-1,1,8.25997
-1,1,8.262246
-1,1,8.264706
-1,1,8.267078
-1,1,8.269561
-1,1,8.272295
-1,1,8.275279
-1,1,8.278024
-1,1,8.280365
-1,1,8.282691
-1,1,8.285328
-1,1,8.287918
-1,1,8.290937
-1,1,8.29375
-1,1,8.296017
-1,1,8.298212
-1,1,8.300905
-1,1,8.30316
-1,1,8.305952
-1,1,8.309239
-1,1,8.311616
-1,1,8.313826
-1,1,8.316347
-1,1,8.318613
-1,1,8.320798
-1,1,8.324215
-1,1,8.326954
-1,1,8.329201
-1,1,8.331422
-1,1,8.333951
-1,1,8.336149
-1,1,8.338859
-1,1,8.342002
-1,1,8.34477
-2,2,8.349665
-1,1,8.351898
-1,1,8.354057
-1,1,8.357959
-1,1,8.360362
-1,1,8.363153
-1,1,8.36577
-1,1,8.368005
-1,1,8.370175
-1,1,8.37358
-1,1,8.37638
-1,1,8.378719
-1,1,8.38134
-1,1,8.383583
-1,1,8.385761
-1,1,8.388724
-1,1,8.391371
-1,1,8.394106
-1,1,8.396764
-1,1,8.399072
-1,1,8.401243
-1,1,8.403412
-1,1,8.406838
-1,1,8.409718
-1,1,8.412228
-1,1,8.414805
-1,1,8.417005
-1,1,8.419167
-1,1,8.421989
-1,1,8.424746
-1,1,8.427223
-1,1,8.429994
-1,1,8.433492
-1,1,8.435899
-1,1,8.439378
-1,1,8.443705
-1,1,8.446555
-1,1,8.449133
-1,1,8.451356
-1,1,8.454053
-1,1,8.45771
-1,1,8.460392
-1,1,8.463079
-1,1,8.465316
-1,1,8.4675
-1,1,8.469834
-1,1,8.473187
-1,1,8.47607
-1,1,8.478635
-1,1,8.480856
-1,1,8.483038
-1,1,8.485343
-1,1,8.488076
-1,1,8.49122
-1,1,8.493909
-1,1,8.496353
-1,1,8.498542
-1,1,8.500716
-1,1,8.50331
-1,1,8.506247
-1,1,8.509247
-1,1,8.511941
-1,1,8.514169
-1,1,8.516336
-1,1,8.518928
-1,1,8.521366
-1,1,8.524567
-1,1,8.527486
-1,1,8.529777
-1,1,8.531953
-1,1,8.534198
-1,1,8.536715
-1,1,8.539804
-1,1,8.543008
-1,1,8.545326
-1,1,8.547599
-1,1,8.549808
-1,1,8.552374
-1,1,8.555423
-1,1,8.55852
-1,1,8.561385
-1,1,8.563669
-1,1,8.565836
-1,1,8.568438
-1,1,8.570674
-1,1,8.573654
-1,1,8.576648
-1,1,8.579126
-1,1,8.581317
-1,1,8.583876
-1,1,8.586102
-1,1,8.588951
-1,1,8.591998
-1,1,8.594619
-1,1,8.596873
-1,1,8.599449
-1,1,8.601751
-1,1,8.603993
-1,1,8.606511
-1,1,8.61008
-1,1,8.613168
-1,1,8.616291
-1,1,8.618539
-1,1,8.620765
-1,1,8.623593
-1,1,8.62741
-1,1,8.630179
-1,1,8.632917
-1,1,8.635157
-1,1,8.637624
-1,1,8.640616
-1,1,8.644353
-1,1,8.646686
-1,1,8.649658
-1,1,8.651872
-1,1,8.654073
-1,1,8.657017
-1,1,8.660712
-1,1,8.663629
-1,1,8.667324
-1,1,8.670406
-1,1,8.674777
-1,1,8.678557
-1,1,8.681246
-1,1,8.683801
-1,1,8.687196
-1,1,8.690063
-1,1,8.692691
-1,1,8.696711
-1,1,8.699171
-1,1,8.702942
-1,1,8.706254
-1,1,8.708512
-1,1,8.712998
-1,1,8.717012
-1,1,8.719337
-1,1,8.721857
-1,1,8.72416
-1,1,8.726347
-1,1,8.728913
-1,1,8.731221
-1,1,8.733447
-1,1,8.735714
-1,1,8.738103
-1,1,8.740368
-1,1,8.742988
-3,2,8.7478
-1,1,8.750035
-1,1,8.752359
-1,1,8.754779
-1,1,8.757471
-1,1,8.759883
-1,1,8.76234
-1,1,8.764663
-1,1,8.766871
-1,1,8.769273
-1,1,8.771768
-1,1,8.774422
-1,1,8.777034
-1,1,8.779538
-1,1,8.781899
-1,1,8.784074
-1,1,8.787136
-1,1,8.78965
-1,1,8.793688
-1,1,8.796728
-1,1,8.798944
-1,1,8.801278
-1,1,8.80352
-1,1,8.80571
-1,1,8.808864
-1,1,8.81135
-1,1,8.813845
-1,1,8.816331
-1,1,8.819167
-1,1,8.821807
-1,1,8.824521
-1,1,8.827901
-1,1,8.830453
-1,1,8.832829
-1,1,8.835197
-1,1,8.837396
-1,1,8.839566
-1,1,8.841935
-1,1,8.84413
-1,1,8.846364
-1,1,8.848803
-1,1,8.851068
-1,1,8.853436
-1,1,8.855621
-1,1,8.857938
-1,1,8.860679
-1,1,8.862942
-1,1,8.865348
-1,1,8.867564
-1,1,8.869742
-1,1,8.872444
-1,1,8.875053
